,metadata.epub,metadata.cover,bibliography.languages,bibliography.subjects,bibliography.title,bibliography.type,metadata.downloads,metadata.id,metadata.url,bibliography.author.name,bibliography.publication.day,bibliography.publication.month,bibliography.publication.year
0,https://www.gutenberg.org/ebooks/1342.epub3.images,https://www.gutenberg.org/cache/epub/1342/pg1342.cover.medium.jpg,en,"Sisters -- Fiction,Courtship -- Fiction,Social classes -- Fiction,England -- Fiction,Domestic fiction,Young women -- Fiction,Love stories",Pride and Prejudice,Text,36576,1342,https://www.gutenberg.org/ebooks/1342,"Austen, Jane",1,6,1998
1,https://www.gutenberg.org/ebooks/1952.epub3.images,https://www.gutenberg.org/cache/epub/1952/pg1952.cover.medium.jpg,en,"Mentally ill women -- Fiction,Feminist fiction,Psychological fiction,Married women -- Psychology -- Fiction,Sex role -- Fiction",The Yellow Wallpaper,Text,26363,1952,https://www.gutenberg.org/ebooks/1952,"Gilman, Charlotte Perkins",1,11,1999
2,https://www.gutenberg.org/ebooks/11.epub3.images,https://www.gutenberg.org/cache/epub/11/pg11.cover.medium.jpg,en,Fantasy,Alice's Adventures in Wonderland,Text,18882,11,https://www.gutenberg.org/ebooks/11,"Carroll, Lewis",1,3,1994
3,https://www.gutenberg.org/ebooks/84.epub3.images,https://www.gutenberg.org/cache/epub/84/pg84.cover.medium.jpg,en,"Monsters -- Fiction;Frankenstein's monster (Fictitious character) -- Fiction;Gothic fiction (Literary genre);Science fiction;Frankenstein, Victor (Fictitious character) -- Fiction;Scientists -- Fiction;Horror tales","Frankenstein; Or, The Modern Prometheus",Text,17128,84,https://www.gutenberg.org/ebooks/84,"Shelley, Mary Wollstonecraft",17,6,2008
4,https://www.gutenberg.org/ebooks/5200.epub3.images,https://www.gutenberg.org/cache/epub/5200/pg5200.cover.medium.jpg,en,"Psychological fiction,Metamorphosis -- Fiction",Metamorphosis,Text,15683,5200,https://www.gutenberg.org/ebooks/5200,"Kafka, Franz",16,8,2005
5,https://www.gutenberg.org/ebooks/76.epub3.images,https://www.gutenberg.org/cache/epub/76/pg76.cover.medium.jpg,en,"Male friendship -- Fiction;Humorous stories;Missouri -- Fiction;Race relations -- Fiction;Bildungsromans;Finn, Huckleberry (Fictitious character) -- Fiction;Fugitive slaves -- Fiction;Mississippi River -- Fiction;Adventure stories;Runaway children -- Fiction;Boys -- Fiction",Adventures of Huckleberry Finn,Text,15347,76,https://www.gutenberg.org/ebooks/76,"Twain, Mark",20,8,2006
6,https://www.gutenberg.org/ebooks/844.epub3.images,https://www.gutenberg.org/cache/epub/844/pg844.cover.medium.jpg,en,"Identity (Psychology) -- Drama,Comedies,England -- Drama,Foundlings -- Drama",The Importance of Being Earnest: A Trivial Comedy for Serious People,Text,13638,844,https://www.gutenberg.org/ebooks/844,"Wilde, Oscar",29,8,2006
7,https://www.gutenberg.org/ebooks/74.epub3.images,https://www.gutenberg.org/cache/epub/74/pg74.cover.medium.jpg,en,"Male friendship -- Fiction;Humorous stories;Missouri -- Fiction;Child witnesses -- Fiction;Bildungsromans;Mississippi River Valley -- Fiction;Adventure stories;Runaway children -- Fiction;Boys -- Fiction;Sawyer, Tom (Fictitious character) -- Fiction",The Adventures of Tom Sawyer,Text,13237,74,https://www.gutenberg.org/ebooks/74,"Twain, Mark",20,8,2006
8,https://www.gutenberg.org/ebooks/23.epub3.images,https://www.gutenberg.org/cache/epub/23/pg23.cover.medium.jpg,en,"Slaves -- United States -- Biography;Douglass, Frederick, 1818-1895;African American abolitionists -- Biography;Abolitionists -- United States -- Biography","Narrative of the Life of Frederick Douglass, an American Slave",Text,12794,23,https://www.gutenberg.org/ebooks/23,"Douglass, Frederick",10,1,2006
9,https://www.gutenberg.org/ebooks/2542.epub3.images,https://www.gutenberg.org/cache/epub/2542/pg2542.cover.medium.jpg,en,"Wives -- Drama,Man-woman relationships -- Drama,Marriage -- Drama,Norwegian drama -- Translations into English",A Doll's House : a play,Text,11625,2542,https://www.gutenberg.org/ebooks/2542,"Ibsen, Henrik",1,3,2001
10,https://www.gutenberg.org/ebooks/2701.epub3.images,https://www.gutenberg.org/cache/epub/2701/pg2701.cover.medium.jpg,en,"Ship captains -- Fiction;Whaling ships -- Fiction;Psychological fiction;Whaling -- Fiction;Whales -- Fiction;Ahab, Captain (Fictitious character) -- Fiction;Sea stories;Adventure stories;Mentally ill -- Fiction","Moby Dick; Or, The Whale",Text,11270,2701,https://www.gutenberg.org/ebooks/2701,"Melville, Herman",1,6,2001
11,https://www.gutenberg.org/ebooks/1661.epub3.images,https://www.gutenberg.org/cache/epub/1661/pg1661.cover.medium.jpg,en,"Private investigators -- England -- Fiction;Detective and mystery stories, English;Holmes, Sherlock (Fictitious character) -- Fiction",The Adventures of Sherlock Holmes,Text,11125,1661,https://www.gutenberg.org/ebooks/1661,"Doyle, Arthur Conan",14,10,1892
12,https://www.gutenberg.org/ebooks/1400.epub3.images,https://www.gutenberg.org/cache/epub/1400/pg1400.cover.medium.jpg,en,"Revenge -- Fiction,Ex-convicts -- Fiction,Orphans -- Fiction,Bildungsromans,England -- Fiction,Man-woman relationships -- Fiction,Benefactors -- Fiction,Young men -- Fiction",Great Expectations,Text,11068,1400,https://www.gutenberg.org/ebooks/1400,"Dickens, Charles",1,7,1998
13,https://www.gutenberg.org/ebooks/4300.epub3.images,https://www.gutenberg.org/cache/epub/4300/pg4300.cover.medium.jpg,en,"Male friendship -- Fiction,City and town life -- Fiction,Psychological fiction,Alienation (Social psychology) -- Fiction,Married people -- Fiction,Jewish men -- Fiction,Artists -- Fiction,Epic literature,Domestic fiction,Dublin (Ireland) -- Fiction",Ulysses,Text,10568,4300,https://www.gutenberg.org/ebooks/4300,"Joyce, James",1,7,2003
14,https://www.gutenberg.org/ebooks/98.epub3.images,https://www.gutenberg.org/cache/epub/98/pg98.cover.medium.jpg,en,"War stories;France -- History -- Revolution, 1789-1799 -- Fiction;Paris (France) -- History -- 1789-1799 -- Fiction;French -- England -- London -- Fiction;Executions and executioners -- Fiction;London (England) -- History -- 18th century -- Fiction;British -- France -- Paris -- Fiction;Historical fiction;Lookalikes -- Fiction",A Tale of Two Cities,Text,10312,98,https://www.gutenberg.org/ebooks/98,"Dickens, Charles",1,1,1994
15,https://www.gutenberg.org/ebooks/1080.epub3.images,https://www.gutenberg.org/cache/epub/1080/pg1080.cover.medium.jpg,en,"Ireland -- Politics and government -- 18th century -- Humor;Religious satire, English;Political satire, English","A Modest Proposal: For preventing the children of poor people in Ireland, from being a burden on their parents or country, and for making them beneficial to the publick",Text,10014,1080,https://www.gutenberg.org/ebooks/1080,"Swift, Jonathan",1,10,1997
16,https://www.gutenberg.org/ebooks/345.epub3.images,https://www.gutenberg.org/cache/epub/345/pg345.cover.medium.jpg,en,"Dracula, Count (Fictitious character) -- Fiction;Epistolary fiction;Vampires -- Fiction;Gothic fiction (Literary genre);Transylvania (Romania) -- Fiction;Whitby (England) -- Fiction;Horror tales",Dracula,Text,9852,345,https://www.gutenberg.org/ebooks/345,"Stoker, Bram",16,8,2013
17,https://www.gutenberg.org/ebooks/1232.epub3.images,https://www.gutenberg.org/cache/epub/1232/pg1232.cover.medium.jpg,en,"Political ethics -- Early works to 1800;Political science -- Philosophy -- Early works to 1800;State, The -- Early works to 1800",The Prince,Text,9690,1232,https://www.gutenberg.org/ebooks/1232,"Machiavelli, Niccolo",11,2,2006
18,https://www.gutenberg.org/ebooks/174.epub3.images,https://www.gutenberg.org/cache/epub/174/pg174.cover.medium.jpg,en,"London (England) -- History -- 1800-1950 -- Fiction;Conduct of life -- Fiction;Paranormal fiction;Portraits -- Fiction;Appearance (Philosophy) -- Fiction;Supernatural -- Fiction;Great Britain -- History -- Victoria, 1837-1901 -- Fiction;Didactic fiction",The Picture of Dorian Gray,Text,9681,174,https://www.gutenberg.org/ebooks/174,"Wilde, Oscar",9,6,2008
19,https://www.gutenberg.org/ebooks/2600.epub3.images,https://www.gutenberg.org/cache/epub/2600/pg2600.cover.medium.jpg,en,"War stories;Napoleonic Wars, 1800-1815 -- Campaigns -- Russia -- Fiction;Aristocracy (Social class) -- Russia -- Fiction;Historical fiction;Russia -- History -- Alexander I, 1801-1825 -- Fiction",War and Peace,Text,9580,2600,https://www.gutenberg.org/ebooks/2600,"Tolstoy, Leo, graf",1,1,1870
20,https://www.gutenberg.org/ebooks/2591.epub3.images,https://www.gutenberg.org/cache/epub/2591/pg2591.cover.medium.jpg,en,Fairy tales -- Germany,Grimms' Fairy Tales,Text,9016,2591,https://www.gutenberg.org/ebooks/2591,"Grimm, Wilhelm",1,4,2001
21,https://www.gutenberg.org/ebooks/27827.epub3.images,https://www.gutenberg.org/cache/epub/27827/pg27827.cover.medium.jpg,en,"Love,Sex","The Kama Sutra of Vatsyayana: Translated From the Sanscrit in Seven Parts With Preface, Introduction and Concluding Remarks",Text,8559,27827,https://www.gutenberg.org/ebooks/27827,Vatsyayana,18,1,2009
22,https://www.gutenberg.org/ebooks/158.epub3.images,https://www.gutenberg.org/cache/epub/158/pg158.cover.medium.jpg,en,"Fathers and daughters -- Fiction,Humorous stories,Bildungsromans,England -- Fiction,Mate selection -- Fiction,Female friendship -- Fiction,Young women -- Fiction,Love stories",Emma,Text,8513,158,https://www.gutenberg.org/ebooks/158,"Austen, Jane",1,8,1994
23,https://www.gutenberg.org/ebooks/16328.epub3.images,https://www.gutenberg.org/cache/epub/16328/pg16328.cover.medium.jpg,en,"Dragons -- Poetry;Epic poetry, English (Old);Monsters -- Poetry",Beowulf: An Anglo-Saxon Epic Poem,Text,8199,16328,https://www.gutenberg.org/ebooks/16328,Unknown,19,7,2005
24,https://www.gutenberg.org/ebooks/135.epub3.images,https://www.gutenberg.org/cache/epub/135/pg135.cover.medium.jpg,en,"Paris (France) -- Fiction,Ex-convicts -- Fiction,Epic literature,Orphans -- Fiction,Historical fiction",Les Misérables,Text,7900,135,https://www.gutenberg.org/ebooks/135,"Hugo, Victor",22,6,2008
25,https://www.gutenberg.org/ebooks/30254.epub3.images,https://www.gutenberg.org/cache/epub/30254/pg30254.cover.medium.jpg,en,Erotic stories,The Romance of Lust: A Classic Victorian erotic novel,Text,7458,30254,https://www.gutenberg.org/ebooks/30254,Anonymous,14,10,2009
26,https://www.gutenberg.org/ebooks/1260.epub3.images,https://www.gutenberg.org/cache/epub/1260/pg1260.cover.medium.jpg,en,"Country homes -- Fiction,Fathers and daughters -- Fiction,Charity-schools -- Fiction,Orphans -- Fiction,Bildungsromans,England -- Fiction,Married people -- Fiction,Mentally ill women -- Fiction,Governesses -- Fiction,Young women -- Fiction,Love stories",Jane Eyre: An Autobiography,Text,7449,1260,https://www.gutenberg.org/ebooks/1260,"Bronte, Charlotte",29,4,2007
27,https://www.gutenberg.org/ebooks/1322.epub3.images,https://www.gutenberg.org/cache/epub/1322/pg1322.cover.medium.jpg,en,American poetry -- 19th century,Leaves of Grass,Text,6899,1322,https://www.gutenberg.org/ebooks/1322,"Whitman, Walt",1,5,1998
28,https://www.gutenberg.org/ebooks/2814.epub3.images,https://www.gutenberg.org/cache/epub/2814/pg2814.cover.medium.jpg,en,"Short stories,Dublin (Ireland) -- Fiction",Dubliners,Text,6879,2814,https://www.gutenberg.org/ebooks/2814,"Joyce, James",1,9,2001
29,https://www.gutenberg.org/ebooks/161.epub3.images,https://www.gutenberg.org/cache/epub/161/pg161.cover.medium.jpg,en,"Gentry -- England -- Fiction,Sisters -- Fiction,Social classes -- Fiction,England -- Social life and customs -- 19th century -- Fiction,England -- Fiction,Mate selection -- Fiction,Regency fiction,Inheritance and succession -- Fiction,Domestic fiction,Young women -- Fiction,Love stories",Sense and Sensibility,Text,6503,161,https://www.gutenberg.org/ebooks/161,"Austen, Jane",25,5,2008
30,https://www.gutenberg.org/ebooks/3207.epub3.images,https://www.gutenberg.org/cache/epub/3207/pg3207.cover.medium.jpg,en,"Political science -- Early works to 1800;State, The -- Early works to 1800",Leviathan,Text,6411,3207,https://www.gutenberg.org/ebooks/3207,"Hobbes, Thomas",1,5,2002
31,https://www.gutenberg.org/ebooks/42.epub3.images,https://www.gutenberg.org/cache/epub/42/pg42.cover.medium.jpg,en,"Self-experimentation in medicine -- Fiction,Psychological fiction,Multiple personality -- Fiction,Physicians -- Fiction,London (England) -- Fiction,Science fiction,Horror tales",The Strange Case of Dr. Jekyll and Mr. Hyde,Text,6410,42,https://www.gutenberg.org/ebooks/42,"Stevenson, Robert Louis",1,10,1992
32,https://www.gutenberg.org/ebooks/120.epub3.images,https://www.gutenberg.org/cache/epub/120/pg120.cover.medium.jpg,en,"Treasure Island (Imaginary place) -- Fiction,Pirates -- Fiction,Treasure troves -- Fiction,Sea stories",Treasure Island,Text,6396,120,https://www.gutenberg.org/ebooks/120,"Stevenson, Robert Louis",25,2,2006
33,https://www.gutenberg.org/ebooks/768.epub3.images,https://www.gutenberg.org/cache/epub/768/pg768.cover.medium.jpg,en,"Revenge -- Fiction,Psychological fiction,Foundlings -- Fiction,Heathcliff (Fictitious character : Brontë) -- Fiction,Triangles (Interpersonal relations) -- Fiction,Rural families -- Fiction,Domestic fiction,Rejection (Psychology) -- Fiction,Yorkshire (England) -- Fiction,Love stories",Wuthering Heights,Text,6237,768,https://www.gutenberg.org/ebooks/768,"Bronte, Emily",19,4,2007
34,https://www.gutenberg.org/ebooks/219.epub3.images,https://www.gutenberg.org/cache/epub/219/pg219.cover.medium.jpg,en,"Africa -- Fiction,Psychological fiction,Imperialism -- Fiction,Trading posts -- Fiction,Europeans -- Africa -- Fiction,Degeneration -- fiction",Heart of Darkness,Text,5875,219,https://www.gutenberg.org/ebooks/219,"Conrad, Joseph",1,2,1995
35,https://www.gutenberg.org/ebooks/1184.epub3.images,https://www.gutenberg.org/cache/epub/1184/pg1184.cover.medium.jpg,en,"Adventure stories;Revenge -- Fiction;France -- History -- 19th century -- Fiction;Pirates -- Fiction;Historical fiction;Prisoners -- Fiction;Dantès, Edmond (Fictitious character) -- Fiction","The Count of Monte Cristo, Illustrated",Text,5861,1184,https://www.gutenberg.org/ebooks/1184,"Dumas, Alexandre",1,1,1998
36,https://www.gutenberg.org/ebooks/829.epub3.images,https://www.gutenberg.org/cache/epub/829/pg829.cover.medium.jpg,en,"Fantasy fiction;Satire;Voyages, Imaginary -- Early works to 1800;Travelers -- Fiction;Gulliver, Lemuel (Fictitious character) -- Fiction",Gulliver's Travels into Several Remote Nations of the World,Text,5752,829,https://www.gutenberg.org/ebooks/829,"Swift, Jonathan",15,6,2009
37,https://www.gutenberg.org/ebooks/160.epub3.images,https://www.gutenberg.org/cache/epub/160/pg160.cover.medium.jpg,en,"Louisiana -- Social life and customs -- Fiction,Women -- Louisiana -- New Orleans -- Social conditions -- Fiction,New Orleans (La.) -- Fiction,Self-actualization (Psychology) -- Fiction,Adultery -- Fiction","The Awakening, and Selected Short Stories",Text,5702,160,https://www.gutenberg.org/ebooks/160,"Chopin, Kate",11,3,2006
38,https://www.gutenberg.org/ebooks/16.epub3.images,https://www.gutenberg.org/cache/epub/16/pg16.cover.medium.jpg,en,"Peter Pan (Fictitious character) -- Fiction,Fantasy,Fairies -- Juvenile fiction,Never-Never Land (Imaginary place) -- Fiction,Pirates -- Juvenile fiction",Peter Pan,Text,5657,16,https://www.gutenberg.org/ebooks/16,"Barrie, J. M. (James Matthew)",1,7,1991
39,https://www.gutenberg.org/ebooks/2500.epub3.images,https://www.gutenberg.org/cache/epub/2500/pg2500.cover.medium.jpg,en,"Buddhist philosophy -- Fiction,Religious fiction,Buddhism -- Fiction,India -- Fiction,Gautama Buddha -- Fiction",Siddhartha,Text,5483,2500,https://www.gutenberg.org/ebooks/2500,"Hesse, Hermann",6,4,2008
40,https://www.gutenberg.org/ebooks/1497.epub3.images,https://www.gutenberg.org/cache/epub/1497/pg1497.cover.medium.jpg,en,"Utopias -- Early works to 1800,Justice -- Early works to 1800,Political science -- Early works to 1800,Classical literature",The Republic,Text,5360,1497,https://www.gutenberg.org/ebooks/1497,Plato,1,10,1998
41,https://www.gutenberg.org/ebooks/20203.epub3.images,https://www.gutenberg.org/cache/epub/20203/pg20203.cover.medium.jpg,en,"Statesmen -- United States -- Biography;Franklin, Benjamin, 1706-1790",Autobiography of Benjamin Franklin,Text,5169,20203,https://www.gutenberg.org/ebooks/20203,"Franklin, Benjamin",28,12,2006
42,https://www.gutenberg.org/ebooks/521.epub3.images,https://www.gutenberg.org/cache/epub/521/pg521.cover.medium.jpg,en,"Atlantic Ocean -- Fiction;Crusoe, Robinson (Fictitious character) -- Fiction;Adventure stories;Shipwreck survival -- Fiction;Castaways -- Fiction;Islands -- Fiction",The Life and Adventures of Robinson Crusoe,Text,5140,521,https://www.gutenberg.org/ebooks/521,"Defoe, Daniel",6,4,2010
43,https://www.gutenberg.org/ebooks/1934.epub3.images,https://www.gutenberg.org/cache/epub/1934/pg1934.cover.medium.jpg,en,"Pastoral poetry,English poetry -- 18th century","Songs of Innocence, and Songs of Experience",Text,5115,1934,https://www.gutenberg.org/ebooks/1934,"Blake, William",25,12,2008
44,https://www.gutenberg.org/ebooks/3600.epub3.images,https://www.gutenberg.org/cache/epub/3600/pg3600.cover.medium.jpg,en,French essays -- Translations into English,Essays of Michel de Montaigne — Complete,Text,5056,3600,https://www.gutenberg.org/ebooks/3600,"Montaigne, Michel de",17,9,2006
45,https://www.gutenberg.org/ebooks/8800.epub3.images,https://www.gutenberg.org/cache/epub/8800/pg8800.cover.medium.jpg,en,"Epic poetry, Italian -- Translations into English;Italian poetry -- To 1400 -- Translations into English","The Divine Comedy by Dante, Illustrated",Text,4973,8800,https://www.gutenberg.org/ebooks/8800,Dante Alighieri,1,9,2005
46,https://www.gutenberg.org/ebooks/46.epub3.images,https://www.gutenberg.org/cache/epub/46/pg46.cover.medium.jpg,en,"Ghost stories;Scrooge, Ebenezer (Fictitious character) -- Fiction;Poor families -- Fiction;Christmas stories;London (England) -- Fiction;Misers -- Fiction;Sick children -- Fiction",A Christmas Carol in Prose; Being a Ghost Story of Christmas,Text,4741,46,https://www.gutenberg.org/ebooks/46,"Dickens, Charles",11,8,2004
47,https://www.gutenberg.org/ebooks/244.epub3.images,https://www.gutenberg.org/cache/epub/244/pg244.cover.medium.jpg,en,"England -- Fiction;Detective and mystery stories;Holmes, Sherlock (Fictitious character) -- Fiction;Private investigators -- England -- Fiction",A Study in Scarlet,Text,4703,244,https://www.gutenberg.org/ebooks/244,"Doyle, Arthur Conan",1,4,1995
48,https://www.gutenberg.org/ebooks/236.epub3.images,https://www.gutenberg.org/cache/epub/236/pg236.cover.medium.jpg,en,"Jungles -- Fiction;Jungle animals -- Fiction;Feral children -- Fiction;Mowgli (Fictitious character) -- Fiction;Adventure stories, English;Animals -- Fiction;Short stories;India -- Fiction",The Jungle Book,Text,4526,236,https://www.gutenberg.org/ebooks/236,"Kipling, Rudyard",16,1,2006
49,https://www.gutenberg.org/ebooks/2554.epub3.images,https://www.gutenberg.org/cache/epub/2554/pg2554.cover.medium.jpg,en,"Saint Petersburg (Russia) -- Fiction,Russia -- Fiction,Detective and mystery stories,Psychological fiction",Crime and Punishment,Text,4483,2554,https://www.gutenberg.org/ebooks/2554,"Dostoyevsky, Fyodor",28,3,2006
50,https://www.gutenberg.org/ebooks/6130.epub3.images,https://www.gutenberg.org/cache/epub/6130/pg6130.cover.medium.jpg,en,"Classical literature;Epic poetry, Greek -- Translations into English;Achilles (Mythological character) -- Poetry;Trojan War -- Poetry",The Iliad,Text,4443,6130,https://www.gutenberg.org/ebooks/6130,Homer,1,9,2006
51,https://www.gutenberg.org/ebooks/4363.epub3.images,https://www.gutenberg.org/cache/epub/4363/pg4363.cover.medium.jpg,en,"Philosophy, German;Ethics",Beyond Good and Evil,Text,4347,4363,https://www.gutenberg.org/ebooks/4363,"Nietzsche, Friedrich Wilhelm",1,8,2003
52,https://www.gutenberg.org/ebooks/19942.epub3.images,https://www.gutenberg.org/cache/epub/19942/pg19942.cover.medium.jpg,en,"Satire,Optimism -- Fiction",Candide,Text,4339,19942,https://www.gutenberg.org/ebooks/19942,Voltaire,27,11,2006
53,https://www.gutenberg.org/ebooks/22657.epub3.images,https://www.gutenberg.org/cache/epub/22657/pg22657.cover.medium.jpg,en,"Steam-boilers, Water-tube","Steam, Its Generation and Use",Text,4297,22657,https://www.gutenberg.org/ebooks/22657,Babcock & Wilcox Company,18,9,2007
54,https://www.gutenberg.org/ebooks/3825.epub3.images,https://www.gutenberg.org/cache/epub/3825/pg3825.cover.medium.jpg,en,"Linguistics teachers -- Drama,London (England) -- Drama,Flower vending -- Drama,Social classes -- Drama,Comedies,Speech and social status -- Drama",Pygmalion,Text,4287,3825,https://www.gutenberg.org/ebooks/3825,"Shaw, Bernard",1,3,2003
55,https://www.gutenberg.org/ebooks/100.epub3.images,https://www.gutenberg.org/cache/epub/100/pg100.cover.medium.jpg,en,"English drama -- Early modern and Elizabethan, 1500-1600",The Complete Works of William Shakespeare,Text,4166,100,https://www.gutenberg.org/ebooks/100,"Shakespeare, William",1,1,1994
56,https://www.gutenberg.org/ebooks/730.epub3.images,https://www.gutenberg.org/cache/epub/730/pg730.cover.medium.jpg,en,"Criminals -- Fiction,Orphans -- Fiction,Bildungsromans,London (England) -- Fiction,Kidnapping victims -- Fiction,Boys -- Fiction",Oliver Twist,Text,4066,730,https://www.gutenberg.org/ebooks/730,"Dickens, Charles",1,11,1996
57,https://www.gutenberg.org/ebooks/526.epub3.images,https://www.gutenberg.org/cache/epub/526/pg526.cover.medium.jpg,en,"Africa -- Fiction,Psychological fiction,Imperialism -- Fiction,Trading posts -- Fiction,Europeans -- Africa -- Fiction,Degeneration -- fiction",Heart of Darkness,Text,3957,526,https://www.gutenberg.org/ebooks/526,"Conrad, Joseph",9,1,2006
58,https://www.gutenberg.org/ebooks/10609.epub3.images,https://www.gutenberg.org/cache/epub/10609/pg10609.cover.medium.jpg,en,English literature -- History and criticism,English Literature: Its History and Its Significance for the Life of the English-Speaking World,Text,3933,10609,https://www.gutenberg.org/ebooks/10609,"Long, William J. (William Joseph)",6,1,2004
59,https://www.gutenberg.org/ebooks/375.epub3.images,https://www.gutenberg.org/cache/epub/375/pg375.cover.medium.jpg,en,"Short stories;United States -- History -- Civil War, 1861-1865 -- Fiction;Prisoners -- Fiction",An Occurrence at Owl Creek Bridge,Text,3850,375,https://www.gutenberg.org/ebooks/375,"Bierce, Ambrose",19,3,2008
60,https://www.gutenberg.org/ebooks/7370.epub3.images,https://www.gutenberg.org/cache/epub/7370/pg7370.cover.medium.jpg,en,"Toleration -- Early works to 1800,Liberty -- Early works to 1800,Political science -- Early works to 1800",Second Treatise of Government,Text,3842,7370,https://www.gutenberg.org/ebooks/7370,"Locke, John",1,1,2005
61,https://www.gutenberg.org/ebooks/10.epub3.images,https://www.gutenberg.org/cache/epub/10/pg10.cover.medium.jpg,en,Bible,The King James Version of the Bible,Text,3776,10,https://www.gutenberg.org/ebooks/10,Unknown,2,3,2011
62,https://www.gutenberg.org/ebooks/30360.epub3.images,https://www.gutenberg.org/cache/epub/30360/pg30360.cover.medium.jpg,en,"Pornography,Sex addicts -- Biography,Erotic literature","My Secret Life, Volumes I. to III.: 1888 Edition",Text,3765,30360,https://www.gutenberg.org/ebooks/30360,Anonymous,1,1,1888
63,https://www.gutenberg.org/ebooks/55.epub3.images,https://www.gutenberg.org/cache/epub/55/pg55.cover.medium.jpg,en,"Fantasy,Oz (Imaginary place) -- Fiction",The Wonderful Wizard of Oz,Text,3704,55,https://www.gutenberg.org/ebooks/55,"Baum, L. Frank (Lyman Frank)",1,7,2008
64,https://www.gutenberg.org/ebooks/34901.epub3.images,https://www.gutenberg.org/cache/epub/34901/pg34901.cover.medium.jpg,en,Liberty,On Liberty,Text,3683,34901,https://www.gutenberg.org/ebooks/34901,"Mill, John Stuart",10,1,2011
65,https://www.gutenberg.org/ebooks/2852.epub3.images,https://www.gutenberg.org/cache/epub/2852/pg2852.cover.medium.jpg,en,"Detective and mystery stories;Holmes, Sherlock (Fictitious character) -- Fiction;Private investigators -- England -- Fiction;Blessing and cursing -- Fiction;Dogs -- Fiction;Dartmoor (England) -- Fiction",The Hound of the Baskervilles,Text,3677,2852,https://www.gutenberg.org/ebooks/2852,"Doyle, Arthur Conan",1,10,2001
66,https://www.gutenberg.org/ebooks/308.epub3.images,https://www.gutenberg.org/cache/epub/308/pg308.cover.medium.jpg,en,"Male friendship -- Fiction;Thames River (England) -- Fiction;Boats and boating -- England -- Thames River -- Fiction;Dogs -- Fiction;Humorous stories, English;Young men -- Travel -- England -- Thames River -- Fiction",Three Men in a Boat,Text,3647,308,https://www.gutenberg.org/ebooks/308,"Jerome, Jerome K. (Jerome Klapka)",19,10,2010
67,https://www.gutenberg.org/ebooks/12.epub3.images,https://www.gutenberg.org/cache/epub/12/pg12.cover.medium.jpg,en,Fantasy,Through the Looking-Glass,Text,3626,12,https://www.gutenberg.org/ebooks/12,"Carroll, Lewis",1,2,1991
68,https://www.gutenberg.org/ebooks/35.epub3.images,https://www.gutenberg.org/cache/epub/35/pg35.cover.medium.jpg,en,"Science fiction,Dystopias -- Fiction,Time travel -- Fiction",The Time Machine,Text,3599,35,https://www.gutenberg.org/ebooks/35,"Wells, H. G. (Herbert George)",2,10,2004
69,https://www.gutenberg.org/ebooks/15399.epub3.images,https://www.gutenberg.org/cache/epub/15399/pg15399.cover.medium.jpg,en,"Slaves -- United States -- Biography;Slaves -- Great Britain -- Biography;Equiano, Olaudah, 1745-1797","The Interesting Narrative of the Life of Olaudah Equiano, Or Gustavus Vassa, The African: Written By Himself",Text,3526,15399,https://www.gutenberg.org/ebooks/15399,"Equiano, Olaudah",17,3,2005
70,https://www.gutenberg.org/ebooks/140.epub3.images,https://www.gutenberg.org/cache/epub/140/pg140.cover.medium.jpg,en,"Immigrants -- Fiction,Political fiction,Meat industry and trade -- Fiction,Lithuanian Americans -- Fiction,Chicago (Ill.) -- Fiction,Stockyards -- Fiction,Working class -- Fiction",The Jungle,Text,3522,140,https://www.gutenberg.org/ebooks/140,"Sinclair, Upton",11,3,2006
71,https://www.gutenberg.org/ebooks/31284.epub3.images,https://www.gutenberg.org/cache/epub/31284/pg31284.cover.medium.jpg,de,"Erotic stories, German",Josefine Mutzenbacher: oder Die Geschichte einer Wienerischen Dirne von ihr selbst erzählt,Text,3506,31284,https://www.gutenberg.org/ebooks/31284,"Salten, Felix",15,2,2010
72,https://www.gutenberg.org/ebooks/205.epub3.images,https://www.gutenberg.org/cache/epub/205/pg205.cover.medium.jpg,en,"Civil disobedience;Solitude;Thoreau, Henry David, 1817-1862 -- Homes and haunts -- Massachusetts -- Walden Woods;Government, Resistance to;Natural history -- Massachusetts -- Walden Woods;Wilderness areas -- Massachusetts -- Walden Woods;Authors, American -- 19th century -- Biography;Walden Woods (Mass.) -- Social life and customs","Walden, and On The Duty Of Civil Disobedience",Text,3501,205,https://www.gutenberg.org/ebooks/205,"Thoreau, Henry David",1,1,1995
73,https://www.gutenberg.org/ebooks/786.epub3.images,https://www.gutenberg.org/cache/epub/786/pg786.cover.medium.jpg,en,"England -- Fiction,Political fiction,Education -- Fiction,Utilitarianism -- Fiction,Social problems -- Fiction,Domestic fiction",Hard Times,Text,3494,786,https://www.gutenberg.org/ebooks/786,"Dickens, Charles",17,3,2013
74,https://www.gutenberg.org/ebooks/28054.epub3.images,https://www.gutenberg.org/cache/epub/28054/pg28054.cover.medium.jpg,en,"Brothers -- Fiction,Fathers and sons -- Fiction,Didactic fiction,Russia -- Social life and customs -- 1533-1917 -- Fiction",The Brothers Karamazov,Text,3478,28054,https://www.gutenberg.org/ebooks/28054,"Dostoyevsky, Fyodor",12,2,2009
