,metadata.epub,metadata.cover,bibliography.languages,bibliography.subjects,bibliography.title,bibliography.type,metadata.downloads,metadata.id,metadata.url,bibliography.author.name,bibliography.publication.day,bibliography.publication.month,bibliography.publication.year
559,https://www.gutenberg.org/ebooks/11027.epub3.images,https://www.gutenberg.org/cache/epub/11027/pg11027.cover.medium.jpg,en,"Fairy tales,Fairy tales -- Germany",Grimm's Fairy Stories,Text,688,11027,https://www.gutenberg.org/ebooks/11027,"Grimm, Jacob",10,2,2004
560,https://www.gutenberg.org/ebooks/3567.epub3.images,https://www.gutenberg.org/cache/epub/3567/pg3567.cover.medium.jpg,en,"Private secretaries -- France -- Biography;Napoleon I, Emperor of the French, 1769-1821 -- Contemporaries;Napoleon I, Emperor of the French, 1769-1821;Bourrienne, Louis Antoine Fauvelet de, 1769-1834;Napoleon I, Emperor of the French, 1769-1821 -- Relations with private secretaries",Memoirs of Napoleon Bonaparte — Complete,Text,688,3567,https://www.gutenberg.org/ebooks/3567,"Bourrienne, Louis Antoine Fauvelet de",3,9,2006
561,https://www.gutenberg.org/ebooks/13529.epub3.images,https://www.gutenberg.org/cache/epub/13529/pg13529.cover.medium.jpg,en,"Sea-power;Naval history, Modern","The Influence of Sea Power Upon History, 1660-1783",Text,687,13529,https://www.gutenberg.org/ebooks/13529,"Mahan, A. T. (Alfred Thayer)",26,9,2004
562,https://www.gutenberg.org/ebooks/10897.epub3.images,https://www.gutenberg.org/cache/epub/10897/pg10897.cover.medium.jpg,en,Horror tales,The Wendigo,Text,686,10897,https://www.gutenberg.org/ebooks/10897,"Blackwood, Algernon",31,1,2004
563,https://www.gutenberg.org/ebooks/51331.epub3.images,https://www.gutenberg.org/cache/epub/51331/pg51331.cover.medium.jpg,en,,"Swenson, Dispatcher",Text,686,51331,https://www.gutenberg.org/ebooks/51331,"Miller, R. DeWitt",29,2,2016
564,https://www.gutenberg.org/ebooks/51306.epub3.images,https://www.gutenberg.org/cache/epub/51306/pg51306.cover.medium.jpg,en,,A Dog Day: or The Angel in the House,Text,685,51306,https://www.gutenberg.org/ebooks/51306,"Emanuel, Walter",26,2,2016
565,https://www.gutenberg.org/ebooks/30201.epub3.images,https://www.gutenberg.org/cache/epub/30201/pg30201.cover.medium.jpg,en,Folly -- Early works to 1800,In Praise of Folly: Illustrated with Many Curious Cuts,Text,684,30201,https://www.gutenberg.org/ebooks/30201,"Erasmus, Desiderius",6,10,2009
566,https://www.gutenberg.org/ebooks/27424.epub3.images,https://www.gutenberg.org/cache/epub/27424/pg27424.cover.medium.jpg,en,"Conduct of life -- Juvenile poetry;Children's poetry, English",Cautionary Tales for Children,Text,681,27424,https://www.gutenberg.org/ebooks/27424,"Belloc, Hilaire",5,12,2008
567,https://www.gutenberg.org/ebooks/29728.epub3.images,https://www.gutenberg.org/cache/epub/29728/pg29728.cover.medium.jpg,en,"Cookbooks;Cooking, Roman -- Early works to 1800",Cookery and Dining in Imperial Rome,Text,681,29728,https://www.gutenberg.org/ebooks/29728,Apicius,19,8,2009
568,https://www.gutenberg.org/ebooks/15143.epub3.images,https://www.gutenberg.org/cache/epub/15143/pg15143.cover.medium.jpg,en,"Ghost stories,Short stories",Famous Modern Ghost Stories,Text,680,15143,https://www.gutenberg.org/ebooks/15143,Unknown,22,2,2005
569,https://www.gutenberg.org/ebooks/10136.epub3.images,https://www.gutenberg.org/cache/epub/10136/pg10136.cover.medium.jpg,en,"Cooking, English;Home economics",The Book of Household Management,Text,679,10136,https://www.gutenberg.org/ebooks/10136,"Beeton, Mrs. (Isabella Mary)",19,11,2003
570,https://www.gutenberg.org/ebooks/15776.epub3.images,https://www.gutenberg.org/cache/epub/15776/pg15776.cover.medium.jpg,en,"Economic history -- 1918-1945;Treaty of Versailles (1919);World War, 1914-1918 -- Economic aspects",The Economic Consequences of the Peace,Text,679,15776,https://www.gutenberg.org/ebooks/15776,"Keynes, John Maynard",6,5,2005
571,https://www.gutenberg.org/ebooks/40580.epub3.images,https://www.gutenberg.org/cache/epub/40580/pg40580.cover.medium.jpg,en,Pirates -- Early works to 1800,"A General History of the Pyrates:: from their first rise and settlement in the island of Providence, to the present time",Text,677,40580,https://www.gutenberg.org/ebooks/40580,"Defoe, Daniel",25,8,2012
572,https://www.gutenberg.org/ebooks/51432.epub3.images,https://www.gutenberg.org/cache/epub/51432/pg51432.cover.medium.jpg,en,,Stories from The Arabian Nights,Text,676,51432,https://www.gutenberg.org/ebooks/51432,"Housman, Laurence",13,3,2016
573,https://www.gutenberg.org/ebooks/501.epub3.images,https://www.gutenberg.org/cache/epub/501/pg501.cover.medium.jpg,en,"Fantasy,Animals -- Juvenile fiction",The Story of Doctor Dolittle,Text,675,501,https://www.gutenberg.org/ebooks/501,"Lofting, Hugh",1,4,1996
574,https://www.gutenberg.org/ebooks/10940.epub3.images,https://www.gutenberg.org/cache/epub/10940/pg10940.cover.medium.jpg,en,"Renaissance,Manners and customs,Clothing and dress,Middle Ages","Manners, Customs, and Dress During the Middle Ages and During the Renaissance Period",Text,674,10940,https://www.gutenberg.org/ebooks/10940,"Jacob, P. L.",4,2,2004
575,https://www.gutenberg.org/ebooks/14988.epub3.images,https://www.gutenberg.org/cache/epub/14988/pg14988.cover.medium.jpg,en,"Rome -- Politics and government -- 265-30 B.C.;Happiness -- Early works to 1800;Theology -- Early works to 1800;Gods, Roman -- Early works to 1800;State, The -- Early works to 1800;Political science -- Early works to 1800","Cicero's Tusculan Disputations: Also, Treatises On The Nature Of The Gods, And On The Commonwealth",Text,674,14988,https://www.gutenberg.org/ebooks/14988,"Cicero, Marcus Tullius",9,2,2005
576,https://www.gutenberg.org/ebooks/808.epub3.images,https://www.gutenberg.org/cache/epub/808/pg808.cover.medium.jpg,en,Operas -- Librettos,The Complete Plays of Gilbert and Sullivan,Text,671,808,https://www.gutenberg.org/ebooks/808,"Gilbert, W. S. (William Schwenck)",1,2,1997
577,https://www.gutenberg.org/ebooks/14568.epub3.images,https://www.gutenberg.org/cache/epub/14568/pg14568.cover.medium.jpg,"en,enm","Arthurian romances,Gawain (Legendary character) -- Romances",Sir Gawayne and the Green Knight: An Alliterative Romance-Poem (c. 1360 A.D.),Text,669,14568,https://www.gutenberg.org/ebooks/14568,Unknown,3,1,2005
578,https://www.gutenberg.org/ebooks/3435.epub3.images,https://www.gutenberg.org/cache/epub/3435/pg3435.cover.medium.jpg,en,"Tales -- Arab countries,Fairy tales",The Book of the Thousand Nights and a Night — Volume 01,Text,667,3435,https://www.gutenberg.org/ebooks/3435,Unknown,1,9,2003
579,https://www.gutenberg.org/ebooks/45410.epub3.images,https://www.gutenberg.org/cache/epub/45410/pg45410.cover.medium.jpg,en,,Composition,Text,667,45410,https://www.gutenberg.org/ebooks/45410,"Dow, Arthur Wesley",15,4,2014
580,https://www.gutenberg.org/ebooks/1719.epub3.images,https://www.gutenberg.org/cache/epub/1719/pg1719.cover.medium.jpg,en,"Christian poetry;Historical poetry;Great Britain -- History -- Alfred, 871-899 -- Poetry;Epic poetry;Alfred, King of England, 849-899 -- Poetry;White Horse, Vale of (England) -- Poetry",The Ballad of the White Horse,Text,666,1719,https://www.gutenberg.org/ebooks/1719,"Chesterton, G. K. (Gilbert Keith)",1,4,1999
581,https://www.gutenberg.org/ebooks/1977.epub3.images,https://www.gutenberg.org/cache/epub/1977/pg1977.cover.medium.jpg,en,"Phaedra (Greek mythology) -- Drama,Tragedies",Phaedra,Text,665,1977,https://www.gutenberg.org/ebooks/1977,"Racine, Jean",1,11,1999
582,https://www.gutenberg.org/ebooks/51288.epub3.images,https://www.gutenberg.org/cache/epub/51288/pg51288.cover.medium.jpg,en,,Man of Distinction,Text,665,51288,https://www.gutenberg.org/ebooks/51288,"Shaara, Michael",23,2,2016
583,https://www.gutenberg.org/ebooks/6688.epub3.images,https://www.gutenberg.org/cache/epub/6688/pg6688.cover.medium.jpg,en,"Conflict of generations -- Fiction,England -- Fiction,Water mills -- Fiction,Young women -- Fiction,Vendetta -- Fiction,Brothers and sisters -- Fiction,Loss (Psychology) -- Fiction,Domestic fiction,Psychological fiction,Love stories",The Mill on the Floss,Text,663,6688,https://www.gutenberg.org/ebooks/6688,"Eliot, George",1,10,2004
584,https://www.gutenberg.org/ebooks/5658.epub3.images,https://www.gutenberg.org/cache/epub/5658/pg5658.cover.medium.jpg,en,"Psychological fiction,Indonesia -- Fiction,British -- Indonesia -- Fiction,Atonement -- Fiction,Merchant marine -- Officers -- Fiction,Cowardice -- Fiction",Lord Jim,Text,662,5658,https://www.gutenberg.org/ebooks/5658,"Conrad, Joseph",9,1,2006
585,https://www.gutenberg.org/ebooks/15859.epub3.images,https://www.gutenberg.org/cache/epub/15859/pg15859.cover.medium.jpg,en,"Manners and customs -- Fiction,Short stories",The Piazza Tales,Text,659,15859,https://www.gutenberg.org/ebooks/15859,"Melville, Herman",18,5,2005
586,https://www.gutenberg.org/ebooks/46915.epub3.images,https://www.gutenberg.org/cache/epub/46915/pg46915.cover.medium.jpg,en,"Drawing -- Technique -- Early works to 1800;Painting -- Technique -- Early works to 1800;Leonardo, da Vinci, 1452-1519",A Treatise on Painting,Text,659,46915,https://www.gutenberg.org/ebooks/46915,"Leonardo, da Vinci",20,9,2014
587,https://www.gutenberg.org/ebooks/19337.epub3.images,https://www.gutenberg.org/cache/epub/19337/pg19337.cover.medium.jpg,en,"Ghost stories;Scrooge, Ebenezer (Fictitious character) -- Fiction;Poor families -- Fiction;Christmas stories;London (England) -- Fiction;Misers -- Fiction;Sick children -- Fiction",A Christmas Carol,Text,658,19337,https://www.gutenberg.org/ebooks/19337,"Dickens, Charles",20,9,2006
588,https://www.gutenberg.org/ebooks/5720.epub3.images,https://www.gutenberg.org/cache/epub/5720/pg5720.cover.medium.jpg,en,Shropshire (England) -- Poetry,A Shropshire Lad,Text,658,5720,https://www.gutenberg.org/ebooks/5720,"Housman, A. E. (Alfred Edward)",1,5,2004
589,https://www.gutenberg.org/ebooks/26659.epub3.images,https://www.gutenberg.org/cache/epub/26659/pg26659.cover.medium.jpg,en,"Essays,Philosophy,Belief and doubt","The Will to Believe, and Other Essays in Popular Philosophy",Text,655,26659,https://www.gutenberg.org/ebooks/26659,"James, William",8,5,2009
590,https://www.gutenberg.org/ebooks/1212.epub3.images,https://www.gutenberg.org/cache/epub/1212/pg1212.cover.medium.jpg,en,"Epistolary fiction,Essays,England -- Social life and customs -- 18th century -- Fiction",Love and Freindship [sic],Text,654,1212,https://www.gutenberg.org/ebooks/1212,"Austen, Jane",1,2,1998
591,https://www.gutenberg.org/ebooks/51371.epub3.images,https://www.gutenberg.org/cache/epub/51371/pg51371.cover.medium.jpg,en,,Slaveholding: Weighed in the Balance of Truth,Text,654,51371,https://www.gutenberg.org/ebooks/51371,"Fitch, Charles",5,3,2016
592,https://www.gutenberg.org/ebooks/27673.epub3.images,https://www.gutenberg.org/cache/epub/27673/pg27673.cover.medium.jpg,en,"Tragedies,Oedipus (Greek mythological figure) -- Drama",Oedipus King of Thebes: Translated into English Rhyming Verse with Explanatory Notes,Text,652,27673,https://www.gutenberg.org/ebooks/27673,Sophocles,31,12,2008
593,https://www.gutenberg.org/ebooks/51436.epub3.images,https://www.gutenberg.org/cache/epub/51436/pg51436.cover.medium.jpg,en,,Bullet With His Name,Text,652,51436,https://www.gutenberg.org/ebooks/51436,"Leiber, Fritz",13,3,2016
594,https://www.gutenberg.org/ebooks/5427.epub3.images,https://www.gutenberg.org/cache/epub/5427/pg5427.cover.medium.jpg,en,Education -- Early works to 1800,Emile,Text,652,5427,https://www.gutenberg.org/ebooks/5427,"Rousseau, Jean-Jacques",1,4,2004
595,https://www.gutenberg.org/ebooks/28497.epub3.images,https://www.gutenberg.org/cache/epub/28497/pg28497.cover.medium.jpg,en,"Mythology, Norse",Myths of the Norsemen: From the Eddas and Sagas,Text,650,28497,https://www.gutenberg.org/ebooks/28497,"Guerber, H. A. (Helene Adeline)",4,4,2009
596,https://www.gutenberg.org/ebooks/3623.epub3.images,https://www.gutenberg.org/cache/epub/3623/pg3623.cover.medium.jpg,en,"Religion,Mythology,Magic,Superstition",The Golden Bough: A Study of Magic and Religion,Text,650,3623,https://www.gutenberg.org/ebooks/3623,"Frazer, James George",1,1,2003
597,https://www.gutenberg.org/ebooks/45502.epub3.images,https://www.gutenberg.org/cache/epub/45502/pg45502.cover.medium.jpg,en,,How the Other Half Lives: Studies Among the Tenements of New York,Text,649,45502,https://www.gutenberg.org/ebooks/45502,"Riis, Jacob A. (Jacob August)",26,4,2014
598,https://www.gutenberg.org/ebooks/1513.epub3.images,https://www.gutenberg.org/cache/epub/1513/pg1513.cover.medium.jpg,en,"Romeo (Fictitious character) -- Drama,Verona (Italy) -- Drama,Conflict of generations -- Drama,Juliet (Fictitious character) -- Drama,Vendetta -- Drama,Youth -- Drama",Romeo and Juliet,Text,648,1513,https://www.gutenberg.org/ebooks/1513,"Shakespeare, William",1,1,1597
599,https://www.gutenberg.org/ebooks/3188.epub3.images,https://www.gutenberg.org/cache/epub/3188/pg3188.cover.medium.jpg,en,"Speeches, addresses, etc., American",Mark Twain's Speeches,Text,648,3188,https://www.gutenberg.org/ebooks/3188,"Twain, Mark",19,8,2006
600,https://www.gutenberg.org/ebooks/7471.epub3.images,https://www.gutenberg.org/cache/epub/7471/pg7471.cover.medium.jpg,en,"Humorous stories, English;Short stories","The Man with Two Left Feet, and Other Stories",Text,648,7471,https://www.gutenberg.org/ebooks/7471,"Wodehouse, P. G. (Pelham Grenville)",1,2,2005
601,https://www.gutenberg.org/ebooks/19163.epub3.images,https://www.gutenberg.org/cache/epub/19163/pg19163.cover.medium.jpg,de,Fairy tales -- Denmark,Märchen für Kinder,Text,645,19163,https://www.gutenberg.org/ebooks/19163,"Andersen, H. C. (Hans Christian)",3,9,2006
602,https://www.gutenberg.org/ebooks/21839.epub3.images,https://www.gutenberg.org/cache/epub/21839/pg21839.cover.medium.jpg,en,"Gentry -- England -- Fiction,Sisters -- Fiction,Social classes -- Fiction,England -- Social life and customs -- 19th century -- Fiction,England -- Fiction,Mate selection -- Fiction,Regency fiction,Inheritance and succession -- Fiction,Domestic fiction,Young women -- Fiction,Love stories",Sense and Sensibility,Text,645,21839,https://www.gutenberg.org/ebooks/21839,"Austen, Jane",15,6,2007
603,https://www.gutenberg.org/ebooks/27200.epub3.images,https://www.gutenberg.org/cache/epub/27200/pg27200.cover.medium.jpg,en,"Fairy tales -- Denmark;Fairy tales;Short stories;Children's stories, Danish -- Translations into English",Fairy Tales of Hans Christian Andersen,Text,645,27200,https://www.gutenberg.org/ebooks/27200,"Andersen, H. C. (Hans Christian)",8,11,2008
604,https://www.gutenberg.org/ebooks/12254.epub3.images,https://www.gutenberg.org/cache/epub/12254/pg12254.cover.medium.jpg,en,Furniture -- History,Illustrated History of Furniture: From the Earliest to the Present Time,Text,644,12254,https://www.gutenberg.org/ebooks/12254,"Litchfield, Frederick",4,5,2004
605,https://www.gutenberg.org/ebooks/51267.epub3.images,https://www.gutenberg.org/cache/epub/51267/pg51267.cover.medium.jpg,en,,End as a Hero,Text,644,51267,https://www.gutenberg.org/ebooks/51267,"Laumer, Keith",22,2,2016
606,https://www.gutenberg.org/ebooks/51392.epub3.images,https://www.gutenberg.org/cache/epub/51392/pg51392.cover.medium.jpg,en,,Hafiz in London,Text,644,51392,https://www.gutenberg.org/ebooks/51392,"Hafiz, 14th cent.",8,3,2016
607,https://www.gutenberg.org/ebooks/64.epub3.images,https://www.gutenberg.org/cache/epub/64/pg64.cover.medium.jpg,en,"Life on other planets -- Fiction;Science fiction;Dejah Thoris (Fictitious character) -- Fiction;Carter, John (Fictitious character) -- Fiction;Mars (Planet) -- Fiction",The Gods of Mars,Text,643,64,https://www.gutenberg.org/ebooks/64,"Burroughs, Edgar Rice",17,6,2008
608,https://www.gutenberg.org/ebooks/33447.epub3.images,https://www.gutenberg.org/cache/epub/33447/pg33447.cover.medium.jpg,en,Photography -- Early works to 1850,The Pencil of Nature,Text,642,33447,https://www.gutenberg.org/ebooks/33447,"Talbot, William Henry Fox",16,8,2010
609,https://www.gutenberg.org/ebooks/34856.epub3.images,https://www.gutenberg.org/cache/epub/34856/pg34856.cover.medium.jpg,en,"Feminists -- Great Britain -- Biography;Suffragists -- Great Britain -- Biography;Women -- Suffrage -- Great Britain;Pankhurst, Emmeline, 1858-1928",My Own Story,Text,642,34856,https://www.gutenberg.org/ebooks/34856,"Pankhurst, Emmeline",6,1,2011
610,https://www.gutenberg.org/ebooks/42704.epub3.images,https://www.gutenberg.org/cache/epub/42704/pg42704.cover.medium.jpg,en,"Salome (Biblical figure) -- Drama,Tragedies",Salomé: A Tragedy in One Act,Text,641,42704,https://www.gutenberg.org/ebooks/42704,"Wilde, Oscar",12,5,2013
611,https://www.gutenberg.org/ebooks/45814.epub3.images,https://www.gutenberg.org/cache/epub/45814/pg45814.cover.medium.jpg,en,,An Advanced English Grammar with Exercises,Text,641,45814,https://www.gutenberg.org/ebooks/45814,"Farley, Frank Edgar",29,5,2014
612,https://www.gutenberg.org/ebooks/51336.epub3.images,https://www.gutenberg.org/cache/epub/51336/pg51336.cover.medium.jpg,en,,What is Posat?,Text,637,51336,https://www.gutenberg.org/ebooks/51336,"Smith, Phyllis Sterling",1,3,2016
613,https://www.gutenberg.org/ebooks/2350.epub3.images,https://www.gutenberg.org/cache/epub/2350/pg2350.cover.medium.jpg,en,"Private investigators -- England -- Fiction;Detective and mystery stories;Holmes, Sherlock (Fictitious character) -- Fiction",His Last Bow: An Epilogue of Sherlock Holmes,Text,636,2350,https://www.gutenberg.org/ebooks/2350,"Doyle, Arthur Conan",1,10,2000
614,https://www.gutenberg.org/ebooks/25447.epub3.images,https://www.gutenberg.org/cache/epub/25447/pg25447.cover.medium.jpg,en,"Science,Philosophy,Mathematics",Mysticism and Logic and Other Essays,Text,634,25447,https://www.gutenberg.org/ebooks/25447,"Russell, Bertrand",12,5,2008
615,https://www.gutenberg.org/ebooks/32474.epub3.images,https://www.gutenberg.org/cache/epub/32474/pg32474.cover.medium.jpg,en,"Mexico -- History -- Conquest, 1519-1540","The Memoirs of the Conquistador Bernal Diaz del Castillo, Vol 1 (of 2): Written by Himself Containing a True and Full Account of the Discovery and Conquest of Mexico and New Spain.",Text,632,32474,https://www.gutenberg.org/ebooks/32474,"Diaz del Castillo, Bernal",21,5,2010
616,https://www.gutenberg.org/ebooks/50133.epub3.images,https://www.gutenberg.org/cache/epub/50133/pg50133.cover.medium.jpg,en,,The Dunwich Horror,Text,632,50133,https://www.gutenberg.org/ebooks/50133,"Lovecraft, H. P. (Howard Phillips)",4,10,2015
617,https://www.gutenberg.org/ebooks/1170.epub3.images,https://www.gutenberg.org/cache/epub/1170/pg1170.cover.medium.jpg,en,"Classical literature;Iran -- History -- To 640;Greece -- History -- Expedition of Cyrus, 401 B.C.;Cyrus, the Younger, approximately 423 B.C.-401 B.C.",Anabasis,Text,630,1170,https://www.gutenberg.org/ebooks/1170,Xenophon,1,1,1998
618,https://www.gutenberg.org/ebooks/18947.epub3.images,https://www.gutenberg.org/cache/epub/18947/pg18947.cover.medium.jpg,en,"Mythology, Norse;Scalds and scaldic poetry","The Younger Edda; Also called Snorre's Edda, or The Prose Edda",Text,629,18947,https://www.gutenberg.org/ebooks/18947,Snorri Sturluson,31,7,2006
619,https://www.gutenberg.org/ebooks/20916.epub3.images,https://www.gutenberg.org/cache/epub/20916/pg20916.cover.medium.jpg,en,"Tales -- Arab countries,Fairy tales -- Arab countries,Fairy tales,Folklore -- Arab countries,Arabs -- Folklore",The Arabian Nights: Their Best-known Tales,Text,629,20916,https://www.gutenberg.org/ebooks/20916,Unknown,27,3,2007
620,https://www.gutenberg.org/ebooks/29635.epub3.images,https://www.gutenberg.org/cache/epub/29635/pg29635.cover.medium.jpg,en,Montessori method of education,Dr. Montessori's Own Handbook,Text,628,29635,https://www.gutenberg.org/ebooks/29635,"Montessori, Maria",8,8,2009
621,https://www.gutenberg.org/ebooks/2150.epub3.images,https://www.gutenberg.org/cache/epub/2150/pg2150.cover.medium.jpg,en,"Fantasy fiction;American fiction -- 19th century;Horror tales, American;Short stories",The Works of Edgar Allan Poe — Volume 4,Text,626,2150,https://www.gutenberg.org/ebooks/2150,"Poe, Edgar Allan",19,5,2008
622,https://www.gutenberg.org/ebooks/3268.epub3.images,https://www.gutenberg.org/cache/epub/3268/pg3268.cover.medium.jpg,en,"Italy -- Fiction,Orphans -- Fiction,Gothic fiction (Literary genre),Guardian and ward -- Fiction,Inheritance and succession -- Fiction,Castles -- Fiction,Young women -- Fiction,Horror tales",The Mysteries of Udolpho,Text,626,3268,https://www.gutenberg.org/ebooks/3268,"Radcliffe, Ann Ward",1,6,2002
623,https://www.gutenberg.org/ebooks/51422.epub3.images,https://www.gutenberg.org/cache/epub/51422/pg51422.cover.medium.jpg,en,,In the path of the alphabet: an historical account of the ancient beginnings and; evolution of the modern alphabet,Text,625,51422,https://www.gutenberg.org/ebooks/51422,"Jermain, Frances",11,3,2016
624,https://www.gutenberg.org/ebooks/1.epub3.images,https://www.gutenberg.org/cache/epub/1/pg1.cover.medium.jpg,en,"United States. Declaration of Independence;United States -- History -- Revolution, 1775-1783 -- Sources",The Declaration of Independence of the United States of America,Text,624,1,https://www.gutenberg.org/ebooks/1,"Jefferson, Thomas",4,7,1776
625,https://www.gutenberg.org/ebooks/51258.epub3.images,https://www.gutenberg.org/cache/epub/51258/pg51258.cover.medium.jpg,en,,A Bad Day for Vermin,Text,623,51258,https://www.gutenberg.org/ebooks/51258,"Laumer, Keith",21,2,2016
626,https://www.gutenberg.org/ebooks/544.epub3.images,https://www.gutenberg.org/cache/epub/544/pg544.cover.medium.jpg,en,"Friendship -- Fiction;Country life -- Prince Edward Island -- Fiction;Orphans -- Fiction;Prince Edward Island -- History -- 20th century -- Fiction;Canada -- History -- 1867-1914 -- Fiction;Shirley, Anne (Fictitious character) -- Fiction;Marriage -- Fiction;Young women -- Fiction",Anne's House of Dreams,Text,623,544,https://www.gutenberg.org/ebooks/544,"Montgomery, L. M. (Lucy Maud)",1,5,1996
627,https://www.gutenberg.org/ebooks/20583.epub3.images,https://www.gutenberg.org/cache/epub/20583/pg20583.cover.medium.jpg,en,"Madhya Pradesh (India) -- Religion,Ethnology -- India -- Madhya Pradesh,Caste -- India -- Madhya Pradesh,Madhya Pradesh (India) -- Scheduled tribes","The Tribes and Castes of the Central Provinces of India, Volume 1",Text,622,20583,https://www.gutenberg.org/ebooks/20583,"Russell, R. V. (Robert Vane)",15,2,2007
628,https://www.gutenberg.org/ebooks/14244.epub3.images,https://www.gutenberg.org/cache/epub/14244/pg14244.cover.medium.jpg,en,"Tristan (Legendary character) -- Romances -- Adaptations,Iseult (Legendary character) -- Romances -- Adaptations,Arthurian romances -- Adaptations",The Romance of Tristan and Iseult,Text,621,14244,https://www.gutenberg.org/ebooks/14244,"Bedier, Joseph",3,12,2004
629,https://www.gutenberg.org/ebooks/34099.epub3.images,https://www.gutenberg.org/cache/epub/34099/pg34099.cover.medium.jpg,de,"Jünger, Ernst, 1895-1998;Soldiers -- Germany -- Diaries;World War, 1914-1918 -- Personal narratives, German","In Stahlgewittern, aus dem Tagebuch eines Stoßtruppführers",Text,621,34099,https://www.gutenberg.org/ebooks/34099,"Junger, Ernst",19,10,2010
630,https://www.gutenberg.org/ebooks/946.epub3.images,https://www.gutenberg.org/cache/epub/946/pg946.cover.medium.jpg,en,"Widows -- Fiction,England -- Fiction,Mate selection -- Fiction,Mothers and daughters -- Fiction,Epistolary fiction",Lady Susan,Text,621,946,https://www.gutenberg.org/ebooks/946,"Austen, Jane",1,6,1997
631,https://www.gutenberg.org/ebooks/122.epub3.images,https://www.gutenberg.org/cache/epub/122/pg122.cover.medium.jpg,en,"People with visual disabilities -- Fiction,Wessex (England) -- Fiction,Love stories,Mothers and sons -- Fiction,Mate selection -- Fiction,Heathlands -- Fiction,Didactic fiction,Adultery -- Fiction",The Return of the Native,Text,620,122,https://www.gutenberg.org/ebooks/122,"Hardy, Thomas",8,3,2006
632,https://www.gutenberg.org/ebooks/610.epub3.images,https://www.gutenberg.org/cache/epub/610/pg610.cover.medium.jpg,en,"Arthurian romances -- Adaptations;Arthur, King -- Poetry;Knights and knighthood -- Poetry",Idylls of the King,Text,620,610,https://www.gutenberg.org/ebooks/610,"Tennyson, Alfred Tennyson, Baron",1,8,1996
633,https://www.gutenberg.org/ebooks/981.epub3.images,https://www.gutenberg.org/cache/epub/981/pg981.cover.medium.jpg,en,"Dragons -- Poetry;Epic poetry, English (Old);Monsters -- Poetry;Scandinavia -- Poetry",Beowulf,Text,619,981,https://www.gutenberg.org/ebooks/981,Unknown,1,7,1997
634,https://www.gutenberg.org/ebooks/34632.epub3.images,https://www.gutenberg.org/cache/epub/34632/pg34632.cover.medium.jpg,en,"Edwards, Jonathan, 1703-1758;Sermons, American;Congregational churches -- Sermons",Selected Sermons of Jonathan Edwards,Text,618,34632,https://www.gutenberg.org/ebooks/34632,"Edwards, Jonathan",12,12,2010
635,https://www.gutenberg.org/ebooks/2027.epub3.images,https://www.gutenberg.org/cache/epub/2027/pg2027.cover.medium.jpg,en,"French drama -- 17th century -- Translations into English,Comedies","Tartuffe; Or, The Hypocrite",Text,617,2027,https://www.gutenberg.org/ebooks/2027,Moliere,1,1,2000
636,https://www.gutenberg.org/ebooks/28554.epub3.images,https://www.gutenberg.org/cache/epub/28554/pg28554.cover.medium.jpg,en,"Science fiction,Short stories",Beyond Lies the Wub,Text,615,28554,https://www.gutenberg.org/ebooks/28554,"Dick, Philip K.",11,4,2009
637,https://www.gutenberg.org/ebooks/29004.epub3.images,https://www.gutenberg.org/cache/epub/29004/pg29004.cover.medium.jpg,en,Indexes,English Translations Of Works Of Emile Zola: An Index to the Project Gutenberg Works of Zola in English,Text,615,29004,https://www.gutenberg.org/ebooks/29004,"Zola, Emile",30,5,2009
638,https://www.gutenberg.org/ebooks/18900.epub3.images,https://www.gutenberg.org/cache/epub/18900/pg18900.cover.medium.jpg,en,Painting -- History,A Text-Book of the History of Painting,Text,613,18900,https://www.gutenberg.org/ebooks/18900,"Van Dyke, John Charles",23,7,2006
639,https://www.gutenberg.org/ebooks/6695.epub3.images,https://www.gutenberg.org/cache/epub/6695/pg6695.cover.medium.jpg,en,"United States -- Social life and customs -- 20th century -- Fiction,Short stories",Tales of the Jazz Age,Text,613,6695,https://www.gutenberg.org/ebooks/6695,"Fitzgerald, F. Scott (Francis Scott)",1,10,2004
640,https://www.gutenberg.org/ebooks/8954.epub3.images,https://www.gutenberg.org/cache/epub/8954/pg8954.cover.medium.jpg,en,"Married women -- Fiction,Domestic fiction,Deception -- Fiction,England -- Fiction,Psychological fiction,Bigamy -- Fiction",Lady Audley's Secret,Text,613,8954,https://www.gutenberg.org/ebooks/8954,"Braddon, M. E. (Mary Elizabeth)",1,9,2005
641,https://www.gutenberg.org/ebooks/107.epub3.images,https://www.gutenberg.org/cache/epub/107/pg107.cover.medium.jpg,en,"Pastoral fiction,Wessex (England) -- Fiction,Women farmers -- Fiction,Triangles (Interpersonal relations) -- Fiction,Farm life -- Fiction,Didactic fiction,Love stories",Far from the Madding Crowd,Text,612,107,https://www.gutenberg.org/ebooks/107,"Hardy, Thomas",1,2,1994
642,https://www.gutenberg.org/ebooks/2274.epub3.images,https://www.gutenberg.org/cache/epub/2274/pg2274.cover.medium.jpg,en,"Values,Conduct of life,Time management",How to Live on 24 Hours a Day,Text,610,2274,https://www.gutenberg.org/ebooks/2274,"Bennett, Arnold",1,8,2000
